user_id,cart_value,items,time_of_day,user_history,offer_shown,reward
469,16979.5,Phone Case|T-Shirt|Backpack,morning,0,Free Shipping,0
470,1794.23,Phone Case,morning,2,Free Shipping,0
471,4422.0,Phone Case,morning,3,5% discount,0
472,7986.54,Backpack,afternoon,5,Free Shipping,0
473,5537.02,Nike Shoes,night,5,20% discount,1
474,2587.64,Phone Case,afternoon,3,Free Shipping,0
475,11149.89,Earbuds|Jeans,night,8,Free Shipping,0
476,9090.95,Coffee Mug,night,6,5% discount,1
477,3779.15,Phone Case,evening,0,Free Shipping,0
478,6223.1,Wristband,evening,3,Free Shipping,0
479,11246.09,Coffee Mug|Phone Case|Backpack,evening,8,10% discount,0
480,9499.75,Puma Sneakers|Cushion,night,6,Free Shipping,0
481,5207.15,Wristband,night,5,5% discount,0
482,8299.57,Adidas Running Shoes,morning,9,20% discount,1
483,6115.97,Phone Case,afternoon,5,10% discount,0
484,6870.46,Earbuds,afternoon,0,5% discount,1
485,8690.97,Earbuds,night,0,20% discount,0
486,4849.35,Jeans,evening,0,Free Shipping,0
487,5389.09,T-Shirt,evening,6,10% discount,0
488,4156.21,Nike Shoes,evening,3,20% discount,0
489,4493.98,Jacket,night,8,20% discount,1
490,7917.25,Adidas Running Shoes,morning,4,5% discount,0
491,11916.0,Phone Case|Coffee Mug,afternoon,2,5% discount,0
492,9024.29,Phone Case|T-Shirt,morning,7,10% discount,1
493,9031.04,Wristband,evening,0,10% discount,1
494,3212.75,Nike Shoes,evening,6,5% discount,1
495,1873.37,Coffee Mug,afternoon,4,5% discount,0
496,4483.65,Jacket,morning,8,10% discount,0
497,8140.27,Cushion,afternoon,2,5% discount,1
498,5358.76,T-Shirt|Jacket,evening,8,Free Shipping,0
499,9417.56,Phone Case,morning,0,5% discount,1
500,7286.99,Sports Cap,afternoon,8,10% discount,1
501,14162.79,Phone Case|Nike Shoes,afternoon,7,10% discount,1
502,7335.74,T-Shirt,morning,1,10% discount,1
503,5279.16,Jacket,morning,2,10% discount,1
504,3499.23,Wristband|Cushion,morning,10,10% discount,0
505,2129.5,Phone Case,night,6,20% discount,0
506,13358.46,Adidas Running Shoes|Backpack,afternoon,7,20% discount,1
507,4073.97,Jeans,morning,9,10% discount,1
508,2388.83,Coffee Mug,afternoon,2,5% discount,0
509,7409.41,Coffee Mug,night,2,20% discount,1
510,16960.71,Sports Cap|Cushion|Adidas Running Shoes,morning,1,20% discount,1
511,19932.44,Earbuds|Jeans|Phone Case,morning,3,5% discount,1
512,7051.93,Jacket|Cushion,afternoon,3,5% discount,1
513,12915.99,Phone Case|Phone Case,night,0,Free Shipping,0
514,9504.98,T-Shirt,evening,2,Free Shipping,1
515,9923.09,Jacket,night,5,Free Shipping,0
516,17873.21,Jeans|Jacket|Cushion,evening,7,Free Shipping,0
517,9358.97,Adidas Running Shoes,morning,9,5% discount,0
518,6290.84,Cushion,night,0,10% discount,1
519,9870.82,Phone Case|Backpack,afternoon,4,5% discount,0
520,5637.52,Phone Case,morning,4,10% discount,0
521,7710.09,Earbuds|Adidas Running Shoes,evening,0,10% discount,1
522,10558.79,T-Shirt|Jeans,evening,0,20% discount,1
523,6683.11,Phone Case,afternoon,4,5% discount,1
524,2743.19,Puma Sneakers,afternoon,9,5% discount,0
525,1536.26,Sports Cap,evening,9,Free Shipping,0
526,7082.25,Jeans,night,3,10% discount,0
527,12295.06,Sports Cap|Nike Shoes,afternoon,0,Free Shipping,0
528,6356.25,Wristband|Coffee Mug,evening,1,10% discount,0
529,9781.75,Coffee Mug,evening,9,Free Shipping,0
530,14633.41,Sports Cap|Backpack|Cushion,night,3,20% discount,1
531,15593.01,Adidas Running Shoes|Jeans|Phone Case,evening,4,Free Shipping,0
532,7211.56,Puma Sneakers,evening,2,10% discount,1
533,4038.98,Jeans,evening,5,5% discount,1
534,9349.83,Puma Sneakers|Earbuds,morning,6,20% discount,1
535,3060.48,Backpack,morning,3,10% discount,0
536,16218.99,Jeans|Backpack,evening,3,10% discount,0
537,8190.65,Earbuds|Cushion,afternoon,10,Free Shipping,0
538,8524.41,Cushion,night,0,Free Shipping,1
539,15762.68,Wristband|Nike Shoes|Phone Case,afternoon,3,Free Shipping,0
540,13610.51,Cushion|Sports Cap,afternoon,3,20% discount,1
541,3068.99,Earbuds,night,4,5% discount,0
542,10279.33,Phone Case|Jacket,afternoon,10,20% discount,0
543,6049.99,Cushion,morning,4,Free Shipping,0
544,2714.12,Jacket,morning,9,5% discount,1
545,9721.63,Wristband,night,9,10% discount,1
546,13827.69,Earbuds|Phone Case,morning,7,5% discount,0
547,8761.32,Coffee Mug,evening,9,10% discount,1
548,15207.95,Phone Case|Earbuds|Earbuds,evening,8,20% discount,0
549,8401.11,Jacket|Phone Case,morning,3,10% discount,0
550,1320.57,Jeans,morning,1,20% discount,0
551,8997.2,Phone Case,evening,3,Free Shipping,0
552,16048.69,T-Shirt|Phone Case,morning,7,10% discount,1
553,2211.29,T-Shirt,night,9,5% discount,1
554,3090.16,Earbuds,night,7,Free Shipping,0
555,6825.9,Earbuds,evening,9,Free Shipping,0
556,12330.55,Cushion|T-Shirt,morning,0,10% discount,1
557,5795.83,Earbuds|Backpack,evening,4,20% discount,1
558,8919.31,Cushion,night,3,5% discount,0
559,1417.91,Cushion,evening,0,5% discount,0
560,9378.37,Jacket,evening,4,Free Shipping,1
561,8997.53,Phone Case,morning,3,5% discount,0
562,3371.56,Earbuds,morning,5,5% discount,0
563,8718.24,Puma Sneakers,evening,4,20% discount,1
564,13236.2,Puma Sneakers|Earbuds,morning,1,10% discount,1
565,1332.99,Cushion,evening,5,Free Shipping,0
566,6719.18,Phone Case|Nike Shoes,afternoon,7,Free Shipping,0
567,3787.35,Sports Cap,afternoon,6,10% discount,1
568,2777.63,Nike Shoes,morning,0,20% discount,0
569,6861.13,Sports Cap,evening,9,10% discount,0
570,10713.67,Jacket|Cushion,afternoon,10,20% discount,0
571,7755.46,Backpack,afternoon,8,10% discount,0
572,13743.8,Puma Sneakers|Nike Shoes,afternoon,10,20% discount,0
573,7988.62,Earbuds|Jeans,morning,8,Free Shipping,0
574,4426.34,Puma Sneakers,morning,6,10% discount,0
575,5923.89,Jacket,afternoon,1,10% discount,1
576,8477.14,Nike Shoes|Coffee Mug,evening,4,5% discount,0
577,5905.23,Coffee Mug,afternoon,7,5% discount,0
578,11270.5,Nike Shoes|Phone Case|Adidas Running Shoes,evening,10,10% discount,1
579,2449.83,Wristband,afternoon,0,Free Shipping,0
580,6510.24,Adidas Running Shoes,evening,6,10% discount,1
581,13701.88,Nike Shoes|Phone Case,evening,10,Free Shipping,0
582,11639.09,Phone Case|Cushion,night,10,5% discount,0
583,12250.98,Sports Cap|Cushion,afternoon,4,Free Shipping,1
584,15352.74,Coffee Mug|Coffee Mug|Puma Sneakers,evening,0,5% discount,1
585,11983.95,T-Shirt|Wristband,evening,0,Free Shipping,1
586,8460.43,Phone Case|Cushion|Earbuds,night,8,5% discount,1
587,13923.76,Backpack|Phone Case,morning,10,5% discount,1
588,24390.82,Backpack|Earbuds|Coffee Mug,morning,6,10% discount,0
589,3759.46,Cushion,morning,10,10% discount,0
590,15094.05,Adidas Running Shoes|Jacket,evening,5,20% discount,0
591,17745.12,Adidas Running Shoes|Sports Cap,evening,6,Free Shipping,0
592,3694.73,Sports Cap,afternoon,7,Free Shipping,0
593,9570.52,Sports Cap,night,4,20% discount,1
594,7086.11,Cushion,afternoon,8,10% discount,0
595,9152.42,Phone Case,afternoon,6,10% discount,0
596,13129.59,Backpack|Jeans,evening,8,10% discount,1
597,8288.24,Earbuds|Jeans,morning,0,20% discount,1
598,3916.68,Sports Cap,afternoon,10,Free Shipping,0
599,4795.4,Phone Case,night,10,10% discount,1
600,6643.98,Cushion,evening,3,Free Shipping,1
601,18267.78,Coffee Mug|Phone Case|Coffee Mug,afternoon,9,10% discount,1
602,7063.3,Puma Sneakers,afternoon,9,Free Shipping,1
603,5249.14,Jacket|Earbuds,afternoon,0,10% discount,0
604,1451.74,Cushion,evening,2,Free Shipping,0
605,5816.46,Earbuds|Coffee Mug,evening,6,Free Shipping,0
606,8305.25,Adidas Running Shoes,morning,8,20% discount,0
607,1463.77,Cushion,morning,1,20% discount,0
608,8717.66,Phone Case,night,10,5% discount,0
609,7011.69,Sports Cap,evening,10,5% discount,0
610,9687.25,Jeans,morning,7,10% discount,1
611,10295.27,Coffee Mug|Coffee Mug,night,10,Free Shipping,0
612,9754.86,Nike Shoes,evening,3,5% discount,0
613,5712.05,Backpack,night,4,Free Shipping,0
614,9553.29,Wristband|Nike Shoes,evening,6,20% discount,1
615,8140.47,Puma Sneakers,afternoon,9,Free Shipping,0
616,8811.0,Puma Sneakers,evening,1,5% discount,1
617,2845.09,Cushion|Cushion,afternoon,8,20% discount,0
618,5793.89,T-Shirt,evening,7,10% discount,1
619,16171.71,Sports Cap|Phone Case,afternoon,6,10% discount,1
620,11310.27,Phone Case|Backpack,morning,8,20% discount,1
621,14861.67,Puma Sneakers|Puma Sneakers|Earbuds,morning,2,Free Shipping,0
622,4241.23,Sports Cap|Wristband,evening,0,5% discount,0
623,2774.78,Sports Cap,morning,2,10% discount,0
624,5078.59,Backpack,morning,3,Free Shipping,1
625,9901.26,Cushion,afternoon,2,10% discount,0
626,3187.48,Earbuds,afternoon,3,10% discount,0
627,7495.29,T-Shirt,morning,8,Free Shipping,0
628,14000.22,Coffee Mug|Coffee Mug,night,5,20% discount,1
629,17354.05,Adidas Running Shoes|Wristband|Backpack,afternoon,10,5% discount,0
630,4784.64,Nike Shoes,night,0,10% discount,0
631,11641.53,Puma Sneakers|Cushion,night,0,10% discount,1
632,5263.73,Jeans|Coffee Mug,night,0,20% discount,1
633,25092.87,Earbuds|Adidas Running Shoes|Adidas Running Shoes,morning,2,10% discount,1
634,9573.55,Earbuds|Adidas Running Shoes,afternoon,3,20% discount,1
635,3714.77,Earbuds,morning,8,5% discount,0
636,9726.66,Backpack,afternoon,6,Free Shipping,1
637,6436.02,Cushion,evening,10,Free Shipping,0
638,7403.33,Earbuds|Coffee Mug,morning,10,10% discount,1
639,3795.3,Cushion|Puma Sneakers,afternoon,10,Free Shipping,0
640,7183.0,Earbuds,night,7,Free Shipping,0
641,1702.87,Cushion,night,0,10% discount,1
642,6154.81,Jeans,afternoon,6,10% discount,1
643,14753.23,Adidas Running Shoes|Jeans,afternoon,10,Free Shipping,1
644,9533.43,Phone Case,night,9,Free Shipping,0
645,8983.07,Phone Case,evening,6,5% discount,0
646,14260.13,Sports Cap|Wristband,night,9,10% discount,1
647,1307.89,Adidas Running Shoes,morning,1,10% discount,0
648,23192.15,Adidas Running Shoes|Wristband|Phone Case,night,4,5% discount,1
649,9484.44,Coffee Mug,afternoon,4,Free Shipping,0
650,4787.72,Wristband,afternoon,7,20% discount,1
651,2558.92,Adidas Running Shoes,evening,9,5% discount,0
652,5218.62,Coffee Mug,evening,7,5% discount,0
653,4400.11,Phone Case,night,1,10% discount,1
654,3694.83,Cushion,evening,3,10% discount,0
655,7974.21,Nike Shoes,evening,8,Free Shipping,1
656,4286.07,Coffee Mug,afternoon,5,5% discount,0
657,10448.64,Sports Cap|Jeans,afternoon,1,10% discount,0
658,4663.19,Backpack,night,9,10% discount,1
659,5051.55,Adidas Running Shoes,evening,6,Free Shipping,0
660,9910.81,Coffee Mug,afternoon,5,10% discount,1
661,18375.59,Nike Shoes|Wristband,afternoon,2,Free Shipping,1
662,5182.84,Cushion,afternoon,5,5% discount,1
663,7006.2,Earbuds,afternoon,7,Free Shipping,0
664,9111.45,Jeans,morning,3,10% discount,0
665,7484.13,Sports Cap|T-Shirt,evening,5,5% discount,0
666,9081.87,Jeans|Coffee Mug|Nike Shoes,evening,6,10% discount,1
667,6503.62,Nike Shoes,evening,1,5% discount,0
668,9894.73,Phone Case,morning,3,5% discount,0
669,5781.93,Coffee Mug|Earbuds,night,6,20% discount,0
670,9633.37,Cushion|Wristband,afternoon,2,10% discount,0
671,23492.98,Adidas Running Shoes|Jeans|Wristband,evening,8,Free Shipping,0
672,13205.71,Sports Cap|Coffee Mug|Wristband,evening,4,Free Shipping,1
673,9978.05,Cushion|T-Shirt,morning,6,20% discount,1
674,15681.4,Cushion|Sports Cap|Jacket,evening,7,20% discount,1
675,8509.53,Phone Case,afternoon,0,10% discount,0
676,7735.28,Backpack,evening,1,Free Shipping,0
677,4130.01,T-Shirt|Jeans,afternoon,2,20% discount,1
678,10976.99,Phone Case|Cushion,night,6,Free Shipping,0
679,15743.99,Puma Sneakers|T-Shirt|Jeans,afternoon,5,10% discount,0
680,6657.8,Sports Cap,morning,2,Free Shipping,0
681,13222.01,Cushion|Cushion|Jeans,afternoon,7,5% discount,1
682,10851.8,Backpack|Nike Shoes,morning,2,Free Shipping,0
683,12857.12,Backpack|Puma Sneakers|T-Shirt,evening,4,5% discount,0
684,22402.06,Jacket|Earbuds|Earbuds,night,0,20% discount,0
685,11056.13,T-Shirt|Sports Cap|Earbuds,evening,6,Free Shipping,0
686,2400.04,Wristband,evening,3,20% discount,0
687,2139.38,Earbuds,afternoon,0,10% discount,0
688,16244.52,Adidas Running Shoes|Phone Case|Wristband,night,3,10% discount,0
689,7414.57,T-Shirt,evening,1,Free Shipping,1
690,11437.14,Adidas Running Shoes|Backpack|Backpack,afternoon,0,10% discount,0
691,5040.81,Earbuds,afternoon,1,10% discount,0
692,10892.75,Puma Sneakers|Coffee Mug,morning,2,10% discount,1
693,4220.19,Phone Case,night,5,5% discount,0
694,5885.95,Phone Case|T-Shirt,night,10,Free Shipping,0
695,6447.46,Earbuds,morning,7,5% discount,1
696,7737.92,T-Shirt,evening,5,5% discount,1
697,9465.18,Phone Case,evening,3,Free Shipping,0
698,3844.33,Sports Cap|Earbuds,evening,5,5% discount,0
699,16798.58,T-Shirt|Jacket|Earbuds,morning,0,Free Shipping,0
700,9053.93,Coffee Mug,night,5,Free Shipping,0
701,4471.29,Coffee Mug,morning,10,Free Shipping,1
702,3386.66,Sports Cap,evening,4,Free Shipping,0
703,7206.38,Earbuds,night,4,Free Shipping,1
704,3262.22,Earbuds,afternoon,7,Free Shipping,0
705,10205.96,Earbuds|Phone Case,night,5,10% discount,1
706,2617.93,Earbuds,morning,0,10% discount,0
707,8621.91,Cushion|Jeans,evening,4,Free Shipping,0
708,6046.69,Nike Shoes,morning,7,10% discount,0
709,7472.7,Coffee Mug,morning,9,Free Shipping,0
710,2248.9,Cushion,night,3,20% discount,1
711,4981.72,Nike Shoes,afternoon,9,20% discount,1
712,9313.13,Jacket,night,1,20% discount,1
713,16431.41,Puma Sneakers|Cushion,night,8,5% discount,1
714,5270.72,Cushion,afternoon,9,20% discount,1
715,13880.08,Adidas Running Shoes|Cushion,night,1,20% discount,0
716,8329.68,Wristband,night,6,Free Shipping,0
717,4511.65,Adidas Running Shoes,morning,6,10% discount,1
718,5991.64,Puma Sneakers,afternoon,0,20% discount,0
719,5061.55,Coffee Mug,evening,10,Free Shipping,1
720,7129.4,Jacket,afternoon,4,Free Shipping,0
721,11391.99,Earbuds|Phone Case,morning,9,5% discount,0
722,1678.58,Adidas Running Shoes,morning,9,10% discount,0
723,9431.76,Sports Cap,night,4,10% discount,0
724,7031.82,Sports Cap,evening,10,5% discount,0
725,10064.6,Nike Shoes|Puma Sneakers,night,9,Free Shipping,0
726,9031.64,Phone Case,evening,3,20% discount,1
727,3194.26,Coffee Mug,night,7,20% discount,0
728,12269.22,Jeans|Cushion,afternoon,7,5% discount,0
729,5139.92,Nike Shoes,evening,7,10% discount,1
730,21506.12,Coffee Mug|Phone Case|Backpack,afternoon,1,10% discount,0
731,11861.47,Nike Shoes|Wristband,morning,3,10% discount,1
732,5552.27,Earbuds,night,5,Free Shipping,0
733,24173.26,Puma Sneakers|Earbuds|Nike Shoes,night,3,5% discount,1
734,3636.31,Phone Case,afternoon,3,Free Shipping,0
735,5185.8,Backpack,evening,3,20% discount,1
736,8098.37,Nike Shoes,morning,2,Free Shipping,0
737,1399.4,Cushion,afternoon,1,Free Shipping,0
738,9384.89,Earbuds,afternoon,0,20% discount,1
739,16192.25,Coffee Mug|Backpack,morning,7,5% discount,0
740,11874.5,Phone Case|Adidas Running Shoes,afternoon,8,10% discount,1
741,15308.04,Sports Cap|Puma Sneakers|Wristband,night,8,20% discount,1
742,5851.71,Nike Shoes,evening,7,Free Shipping,0
743,6326.79,Backpack,evening,6,Free Shipping,1
744,5256.37,Cushion,night,2,10% discount,0
745,2983.15,Coffee Mug,morning,9,10% discount,0
746,9681.84,Coffee Mug,morning,2,5% discount,0
747,8428.74,Jeans,evening,10,Free Shipping,0
748,7350.72,Sports Cap,evening,1,5% discount,0
749,2487.57,Coffee Mug,evening,8,Free Shipping,0
750,7360.85,Jeans|Wristband,morning,9,20% discount,1
751,9971.21,Phone Case,afternoon,5,5% discount,0
752,2135.16,Phone Case,night,2,20% discount,0
753,14693.88,Coffee Mug|Earbuds,night,0,10% discount,1
754,3597.9,Puma Sneakers|Phone Case,afternoon,7,Free Shipping,1
755,2588.85,Phone Case,night,2,5% discount,0
756,9549.83,Earbuds|Wristband,afternoon,5,5% discount,0
757,4873.65,Phone Case,morning,9,10% discount,0
758,9066.97,Cushion,evening,2,5% discount,1
759,2991.93,Phone Case,night,10,20% discount,0
760,6546.94,Cushion|Coffee Mug,evening,8,Free Shipping,0
761,2202.27,Phone Case,morning,3,5% discount,0
762,11622.76,Cushion|Phone Case,night,9,Free Shipping,0
763,5376.17,Adidas Running Shoes,night,1,10% discount,1
764,2290.86,Sports Cap,afternoon,3,Free Shipping,0
765,8099.14,Nike Shoes,night,7,10% discount,1
766,9762.51,Puma Sneakers|Earbuds,afternoon,7,Free Shipping,0
767,5204.55,Phone Case|Cushion,evening,4,Free Shipping,0
768,14090.93,Nike Shoes|Coffee Mug|Wristband,night,0,Free Shipping,1
769,1558.24,T-Shirt,night,8,5% discount,0
770,2275.24,Jacket,morning,8,Free Shipping,0
771,5547.53,Coffee Mug,morning,4,10% discount,1
772,5765.22,Wristband|Nike Shoes,afternoon,6,Free Shipping,1
773,5238.38,Puma Sneakers|Phone Case|Jeans,afternoon,3,5% discount,0
774,9939.07,Jacket,morning,6,10% discount,0
775,1676.17,Earbuds,morning,3,Free Shipping,1
776,3838.8,T-Shirt,morning,5,20% discount,0
777,2583.9,Wristband,evening,2,20% discount,0
778,6781.98,T-Shirt,afternoon,0,20% discount,0
779,2520.46,Puma Sneakers,morning,1,Free Shipping,0
780,5991.62,Sports Cap,evening,2,10% discount,0
781,5083.62,Cushion,morning,4,5% discount,0
782,21341.0,Earbuds|Sports Cap|Jacket,evening,0,5% discount,0
783,6716.22,Sports Cap,evening,7,5% discount,0
784,9205.54,Nike Shoes,morning,6,10% discount,1
785,7318.47,Phone Case,afternoon,5,5% discount,0
786,23490.95,Sports Cap|Jacket|Puma Sneakers,evening,7,20% discount,1
787,5529.83,Phone Case|Earbuds,evening,8,5% discount,1
788,5232.11,Adidas Running Shoes,night,9,5% discount,0
789,8451.69,T-Shirt,night,0,5% discount,1
790,9733.63,Backpack,night,9,10% discount,0
791,13641.24,Puma Sneakers|Adidas Running Shoes,morning,9,Free Shipping,0
792,5318.49,Phone Case,afternoon,7,Free Shipping,1
793,8207.0,Earbuds,evening,7,10% discount,0
794,9090.38,Wristband,morning,6,Free Shipping,1
795,3887.34,Coffee Mug,afternoon,0,10% discount,0
796,12939.08,Earbuds|Earbuds,afternoon,6,5% discount,0
797,11396.5,T-Shirt|Coffee Mug,morning,4,10% discount,0
798,15077.42,Wristband|Jacket,afternoon,4,20% discount,0
799,1036.26,Jeans,afternoon,0,Free Shipping,0
800,7772.73,T-Shirt,night,4,20% discount,1
801,6851.89,Sports Cap|Earbuds,morning,2,Free Shipping,1
802,1657.37,Jacket,night,1,10% discount,0
803,11902.76,Adidas Running Shoes|T-Shirt,night,5,5% discount,1
804,3342.85,Wristband|Coffee Mug,evening,4,20% discount,0
805,15920.43,Puma Sneakers|Puma Sneakers|Adidas Running Shoes,night,4,5% discount,0
806,3310.29,Puma Sneakers,morning,10,Free Shipping,0
807,5269.06,Nike Shoes|T-Shirt,night,1,Free Shipping,1
808,4884.19,Adidas Running Shoes,night,9,Free Shipping,0
809,4286.1,Earbuds,night,1,20% discount,1
810,8248.27,Phone Case,evening,10,5% discount,0
811,9588.06,Phone Case,morning,1,10% discount,0
812,6523.16,Earbuds,evening,6,10% discount,0
813,11436.02,Backpack|Jeans,morning,4,5% discount,0
814,10739.01,Jacket|Puma Sneakers|Coffee Mug,night,4,Free Shipping,0
815,3233.92,Wristband,morning,3,20% discount,0
816,3520.44,Jacket,evening,0,10% discount,0
817,11324.44,Earbuds|Phone Case|Cushion,night,9,10% discount,0
818,10150.83,Phone Case|Phone Case,morning,2,10% discount,1
819,3782.79,Phone Case,night,3,10% discount,0
820,6049.16,Coffee Mug,evening,1,Free Shipping,0
821,1977.52,Jeans,evening,7,Free Shipping,0
822,1117.59,Wristband,afternoon,0,5% discount,0
823,8897.17,Phone Case|Backpack,afternoon,2,5% discount,0
824,12803.54,Phone Case|Phone Case,morning,5,5% discount,0
825,20533.79,Sports Cap|Jacket|Sports Cap,night,5,5% discount,0
826,3399.8,Puma Sneakers,afternoon,7,Free Shipping,0
827,2950.56,Phone Case,morning,7,5% discount,0
828,12577.21,Coffee Mug|Sports Cap,night,8,Free Shipping,0
829,19595.05,Wristband|Adidas Running Shoes|Coffee Mug,afternoon,7,5% discount,0
830,12670.58,Phone Case|Jeans,morning,6,10% discount,0
831,22291.82,Earbuds|Wristband|Earbuds,afternoon,7,10% discount,0
832,2278.33,Earbuds,evening,7,20% discount,0
833,1070.45,Phone Case,afternoon,7,20% discount,1
834,1421.22,Jeans,evening,9,5% discount,0
835,10968.87,Sports Cap|Coffee Mug,morning,4,10% discount,1
836,17095.58,Jeans|Phone Case|Jeans,morning,9,Free Shipping,0
837,8952.1,Phone Case,morning,8,Free Shipping,0
838,8966.84,Wristband,night,4,10% discount,1
839,2654.97,Sports Cap,afternoon,10,Free Shipping,0
840,16347.68,Jeans|Puma Sneakers,afternoon,4,Free Shipping,0
841,7640.5,Wristband,morning,7,Free Shipping,1
842,13355.35,Jeans|Puma Sneakers,night,2,20% discount,0
843,12470.31,Jeans|Nike Shoes,morning,6,10% discount,1
844,5312.71,Earbuds,afternoon,3,10% discount,0
845,3941.0,Earbuds,evening,6,20% discount,0
846,4705.23,Coffee Mug,evening,4,Free Shipping,1
847,4717.32,Jeans|Nike Shoes,night,5,Free Shipping,1
848,10914.5,Phone Case|Jeans,night,8,Free Shipping,0
849,5724.57,Backpack,afternoon,6,10% discount,1
850,5652.14,Jeans,evening,3,20% discount,1
851,10743.78,Puma Sneakers|Sports Cap|Wristband,morning,8,5% discount,0
852,8276.41,Earbuds,morning,0,Free Shipping,0
853,7160.13,Jeans,evening,7,Free Shipping,1
854,3187.64,Coffee Mug,night,10,5% discount,0
